timestamp,temperature_f,dew_point_f,humidity_%,wind,wind_speed_mph,wind_gust_mph,pressure_in,precip_in,weather_condition,datetime,weather_code,wind_code
1676508660.0,56.0,50.0,80.0,S,3.0,0.0,29.79,0.0,Cloudy,738567,26.0,10.0
1676512260.0,61.0,39.0,44.0,SW,16.0,24.0,29.91,0.0,Partly Cloudy,738567,29.0,12.0
1676515860.0,61.0,39.0,44.0,WSW,16.0,23.0,29.93,0.0,Mostly Cloudy,738567,27.0,13.0
1676519460.0,60.0,38.0,44.0,WSW,15.0,0.0,29.93,0.0,Mostly Cloudy,738567,27.0,13.0
1676523060.0,60.0,38.0,44.0,SW,13.0,0.0,29.94,0.0,Mostly Cloudy,738567,27.0,12.0
1676526660.0,60.0,38.0,44.0,WSW,12.0,21.0,29.95,0.0,Mostly Cloudy,738567,27.0,13.0
1676530260.0,59.0,38.0,46.0,WSW,6.0,0.0,29.98,0.0,Mostly Cloudy,738567,27.0,13.0
1676533860.0,57.0,39.0,51.0,SSW,9.0,0.0,29.98,0.0,Mostly Cloudy,738567,27.0,11.0
1676537460.0,58.0,39.0,49.0,CALM,0.0,0.0,29.99,0.0,Mostly Cloudy,738567,27.0,0.0
1676541060.0,63.0,38.0,40.0,CALM,0.0,0.0,29.99,0.0,Mostly Cloudy,738567,27.0,0.0
1676544660.0,60.0,38.0,44.0,NW,7.0,0.0,30.0,0.0,Mostly Cloudy,738567,27.0,16.0
1676548260.0,64.0,37.0,37.0,SW,3.0,0.0,30.0,0.0,Mostly Cloudy,738567,27.0,12.0
1676551860.0,66.0,38.0,36.0,CALM,0.0,0.0,29.99,0.0,Cloudy,738567,26.0,0.0
1676555460.0,68.0,38.0,33.0,VAR,3.0,0.0,29.95,0.0,Fair,738567,33.0,1.0
1676559060.0,67.0,39.0,36.0,SSE,6.0,0.0,29.92,0.0,Cloudy,738567,26.0,9.0
1676562660.0,65.0,42.0,43.0,S,6.0,0.0,29.92,0.0,Light Rain,738567,120.0,10.0
1676566260.0,62.0,46.0,56.0,S,12.0,0.0,29.96,0.0,Light Rain,738567,120.0,10.0
1676569860.0,56.0,47.0,72.0,SSW,7.0,0.0,29.92,0.0,Light Rain,738567,120.0,11.0
1676573460.0,57.0,47.0,69.0,VAR,5.0,0.0,29.89,0.0,Cloudy,738567,26.0,1.0
1676577060.0,57.0,47.0,69.0,S,7.0,0.0,29.89,0.0,Cloudy,738567,26.0,10.0
1676580660.0,56.0,47.0,72.0,S,9.0,0.0,29.88,0.0,Cloudy,738567,26.0,10.0
1676583360.0,55.0,47.0,74.0,S,7.0,0.0,29.87,0.0,Cloudy,738567,26.0,10.0
1676584260.0,55.0,48.0,77.0,S,7.0,0.0,29.86,0.0,Cloudy,738567,26.0,10.0
1676587860.0,57.0,49.0,74.0,SSW,8.0,0.0,29.85,0.0,Mostly Cloudy,738567,27.0,11.0
1676589060.0,57.0,50.0,77.0,S,7.0,0.0,29.83,0.0,Mostly Cloudy,738567,27.0,10.0
1676591460.0,57.0,50.0,77.0,S,6.0,0.0,29.82,0.0,Cloudy,738567,26.0,10.0
1676595060.0,33.0,17.0,52.0,NNW,28.0,37.0,30.01,0.0,Mostly Cloudy / Windy,738568,2724.0,17.0
1676598660.0,57.0,51.0,81.0,S,8.0,0.0,29.75,0.0,Cloudy,738568,26.0,10.0
1676602260.0,56.0,50.0,80.0,CALM,0.0,0.0,29.73,0.0,Cloudy,738568,26.0,0.0
1676605860.0,54.0,49.0,83.0,SSE,9.0,0.0,29.68,0.0,Cloudy,738568,26.0,9.0
1676609460.0,52.0,48.0,86.0,SSE,6.0,0.0,29.65,0.0,Cloudy,738568,26.0,9.0
1676613060.0,53.0,49.0,86.0,S,8.0,0.0,29.63,0.0,Cloudy,738568,26.0,10.0
1676616660.0,52.0,48.0,86.0,SSE,7.0,0.0,29.63,0.0,Cloudy,738568,26.0,9.0
1676620260.0,53.0,49.0,86.0,SSW,7.0,0.0,29.65,0.0,Cloudy,738568,26.0,11.0
1676621940.0,55.0,50.0,83.0,VAR,6.0,0.0,29.63,0.0,Cloudy,738568,26.0,1.0
1676623860.0,58.0,52.0,81.0,WSW,13.0,18.0,29.61,0.0,Light Rain,738568,120.0,13.0
1676627460.0,59.0,53.0,81.0,WSW,14.0,0.0,29.6,0.0,Light Rain,738568,120.0,13.0
1676631060.0,59.0,54.0,83.0,SSW,16.0,25.0,29.56,0.1,Light Rain,738568,120.0,11.0
1676634660.0,59.0,55.0,87.0,S,17.0,25.0,29.47,0.0,Cloudy,738568,26.0,10.0
1676636760.0,60.0,55.0,83.0,SW,9.0,21.0,29.52,0.0,Cloudy,738568,26.0,12.0
1676638260.0,60.0,54.0,80.0,SW,9.0,0.0,29.52,0.0,Cloudy,738568,26.0,12.0
1676639700.0,60.0,55.0,83.0,SW,12.0,18.0,29.5,0.0,Cloudy,738568,26.0,12.0
1676641620.0,61.0,55.0,82.0,SW,9.0,0.0,29.48,0.0,Light Rain,738568,120.0,12.0
1676641860.0,61.0,55.0,81.0,SW,12.0,0.0,29.48,0.0,Cloudy,738568,26.0,12.0
1676643300.0,61.0,56.0,83.0,SW,14.0,22.0,29.47,0.0,Light Rain,738568,120.0,12.0
1676643600.0,60.0,55.0,83.0,WNW,28.0,43.0,29.51,0.0,Rain / Windy,738568,1224.0,15.0
1676643900.0,50.0,45.0,83.0,NW,24.0,43.0,29.51,0.0,Heavy Rain / Windy,738568,12124.0,16.0
1676644740.0,49.0,44.0,83.0,NW,21.0,32.0,29.52,0.1,Light Rain / Windy,738568,12024.0,16.0
1676645340.0,50.0,43.0,76.0,NW,21.0,30.0,29.51,0.1,Light Rain / Windy,738568,12024.0,16.0
1676645460.0,51.0,43.0,74.0,NW,21.0,29.0,29.52,0.1,Light Rain / Windy,738568,12024.0,16.0
1676649060.0,51.0,40.0,66.0,NNW,18.0,30.0,29.54,0.0,Cloudy,738568,26.0,17.0
1676649900.0,50.0,40.0,68.0,NNW,20.0,0.0,29.55,0.0,Cloudy,738568,26.0,17.0
1676652660.0,46.0,31.0,56.0,NW,24.0,31.0,29.59,0.0,Cloudy / Windy,738568,2624.0,16.0
1676655660.0,44.0,30.0,58.0,NW,24.0,29.0,29.64,0.0,Wintry Mix / Windy,738568,724.0,16.0
1676656260.0,43.0,30.0,60.0,NW,23.0,0.0,29.64,0.0,Wintry Mix / Windy,738568,724.0,16.0
1676656560.0,43.0,30.0,60.0,NW,22.0,0.0,29.63,0.0,Light Rain / Windy,738568,12024.0,16.0
1676657580.0,42.0,29.0,60.0,NW,24.0,31.0,29.65,0.0,Wintry Mix / Windy,738568,724.0,16.0
1676659080.0,42.0,28.0,58.0,NW,28.0,38.0,29.68,0.0,Light Rain / Windy,738568,12024.0,16.0
1676659860.0,41.0,27.0,57.0,WNW,20.0,35.0,29.71,0.0,Cloudy,738568,26.0,15.0
1676663460.0,39.0,25.0,57.0,NNW,24.0,36.0,29.74,0.0,Mostly Cloudy / Windy,738568,2724.0,17.0
1676667060.0,37.0,23.0,57.0,WNW,22.0,31.0,29.8,0.0,Mostly Cloudy / Windy,738568,2724.0,15.0
1676670660.0,35.0,20.0,54.0,NNW,25.0,40.0,29.86,0.0,Mostly Cloudy / Windy,738568,2724.0,17.0
1676674260.0,34.0,20.0,56.0,NW,22.0,31.0,29.92,0.0,Mostly Cloudy / Windy,738568,2724.0,16.0
1676677860.0,33.0,18.0,54.0,NNW,23.0,31.0,29.96,0.0,Partly Cloudy / Windy,738568,2924.0,17.0
1676681460.0,39.0,17.0,41.0,SW,9.0,0.0,30.34,0.0,Fair,738569,33.0,12.0
1676685060.0,32.0,15.0,50.0,NNW,22.0,29.0,30.05,0.0,Mostly Cloudy / Windy,738569,2724.0,17.0
1676688660.0,32.0,15.0,50.0,NW,16.0,32.0,30.08,0.0,Mostly Cloudy,738569,27.0,16.0
1676692260.0,31.0,15.0,52.0,NNW,17.0,0.0,30.11,0.0,Mostly Cloudy,738569,27.0,17.0
1676695860.0,32.0,16.0,52.0,NW,21.0,29.0,30.14,0.0,Mostly Cloudy / Windy,738569,2724.0,16.0
1676699460.0,31.0,16.0,54.0,WNW,18.0,0.0,30.18,0.0,Mostly Cloudy,738569,27.0,15.0
1676703060.0,30.0,14.0,51.0,WNW,20.0,24.0,30.22,0.0,Mostly Cloudy,738569,27.0,15.0
1676706660.0,29.0,13.0,51.0,NW,18.0,0.0,30.25,0.0,Fair,738569,33.0,16.0
1676710260.0,29.0,13.0,51.0,WNW,14.0,0.0,30.29,0.0,Fair,738569,33.0,15.0
1676713860.0,29.0,11.0,47.0,NW,16.0,0.0,30.31,0.0,Fair,738569,33.0,16.0
1676717460.0,31.0,11.0,43.0,WNW,17.0,21.0,30.33,0.0,Fair,738569,33.0,15.0
1676721060.0,33.0,11.0,40.0,WNW,9.0,20.0,30.33,0.0,Fair,738569,33.0,15.0
1676724660.0,35.0,11.0,37.0,WSW,12.0,0.0,30.32,0.0,Fair,738569,33.0,13.0
1676728260.0,38.0,10.0,32.0,VAR,6.0,0.0,30.3,0.0,Fair,738569,33.0,1.0
1676731860.0,40.0,7.0,26.0,W,9.0,0.0,30.27,0.0,Fair,738569,33.0,14.0
1676735460.0,42.0,7.0,24.0,W,7.0,0.0,30.26,0.0,Fair,738569,33.0,14.0
1676739060.0,43.0,10.0,26.0,SW,9.0,0.0,30.25,0.0,Fair,738569,33.0,12.0
1676742660.0,43.0,11.0,27.0,W,12.0,0.0,30.26,0.0,Fair,738569,33.0,14.0
1676746260.0,42.0,10.0,27.0,SW,14.0,0.0,30.27,0.0,Partly Cloudy,738569,29.0,12.0
1676749860.0,41.0,12.0,31.0,SW,14.0,0.0,30.31,0.0,Partly Cloudy,738569,29.0,12.0
1676753460.0,41.0,14.0,33.0,SW,13.0,22.0,30.32,0.0,Fair,738569,33.0,12.0
1676757060.0,41.0,14.0,33.0,SW,15.0,0.0,30.34,0.0,Fair,738569,33.0,12.0
1676760660.0,40.0,15.0,36.0,SW,10.0,0.0,30.36,0.0,Partly Cloudy,738569,29.0,12.0
1676764260.0,39.0,16.0,39.0,SSW,10.0,0.0,30.35,0.0,Fair,738569,33.0,11.0
1676767860.0,44.0,37.0,76.0,CALM,0.0,0.0,29.93,0.0,Partly Cloudy,738570,29.0,0.0
1676771460.0,39.0,17.0,41.0,WSW,9.0,0.0,30.34,0.0,Fair,738570,33.0,13.0
1676775060.0,39.0,18.0,43.0,SW,6.0,0.0,30.34,0.0,Partly Cloudy,738570,29.0,12.0
1676778660.0,39.0,18.0,43.0,SW,5.0,0.0,30.34,0.0,Mostly Cloudy,738570,27.0,12.0
1676782260.0,38.0,18.0,44.0,CALM,0.0,0.0,30.35,0.0,Mostly Cloudy,738570,27.0,0.0
1676785860.0,38.0,19.0,47.0,SSW,8.0,0.0,30.35,0.0,Mostly Cloudy,738570,27.0,11.0
1676789460.0,38.0,20.0,48.0,SSW,3.0,0.0,30.35,0.0,Mostly Cloudy,738570,27.0,11.0
1676793060.0,38.0,20.0,48.0,SSW,6.0,0.0,30.35,0.0,Mostly Cloudy,738570,27.0,11.0
1676796660.0,38.0,21.0,51.0,S,5.0,0.0,30.34,0.0,Mostly Cloudy,738570,27.0,10.0
1676800260.0,40.0,21.0,47.0,S,7.0,0.0,30.35,0.0,Mostly Cloudy,738570,27.0,10.0
1676803860.0,43.0,23.0,45.0,S,7.0,0.0,30.34,0.0,Mostly Cloudy,738570,27.0,10.0
1676807460.0,44.0,26.0,49.0,SSW,7.0,0.0,30.33,0.0,Mostly Cloudy,738570,27.0,11.0
1676811060.0,45.0,25.0,46.0,S,12.0,0.0,30.3,0.0,Mostly Cloudy,738570,27.0,10.0
1676814660.0,46.0,29.0,51.0,SSE,13.0,0.0,30.23,0.0,Mostly Cloudy,738570,27.0,9.0
1676818260.0,48.0,30.0,50.0,S,15.0,23.0,30.19,0.0,Mostly Cloudy,738570,27.0,10.0
1676821860.0,48.0,30.0,50.0,SSE,24.0,31.0,30.14,0.0,Mostly Cloudy / Windy,738570,2724.0,9.0
1676825460.0,46.0,29.0,51.0,S,23.0,35.0,30.1,0.0,Fair / Windy,738570,3324.0,10.0
1676829060.0,46.0,33.0,61.0,S,21.0,32.0,30.06,0.0,Mostly Cloudy / Windy,738570,2724.0,10.0
1676832660.0,45.0,34.0,65.0,S,17.0,25.0,30.05,0.0,Mostly Cloudy,738570,27.0,10.0
1676836260.0,45.0,36.0,71.0,S,16.0,0.0,30.03,0.0,Mostly Cloudy,738570,27.0,10.0
1676839860.0,45.0,37.0,74.0,S,15.0,0.0,30.02,0.0,Mostly Cloudy,738570,27.0,10.0
1676843460.0,45.0,37.0,74.0,S,6.0,0.0,30.0,0.0,Mostly Cloudy,738570,27.0,10.0
1676847060.0,45.0,37.0,74.0,S,6.0,0.0,29.98,0.0,Mostly Cloudy,738570,27.0,10.0
1676850660.0,45.0,37.0,74.0,S,3.0,0.0,29.95,0.0,Partly Cloudy,738570,29.0,10.0
1676854260.0,48.0,31.0,52.0,ENE,8.0,0.0,29.62,0.0,Mostly Cloudy,738571,27.0,5.0
1676857860.0,42.0,37.0,82.0,E,5.0,0.0,29.9,0.0,Partly Cloudy,738571,29.0,6.0
1676861460.0,49.0,42.0,77.0,SW,8.0,0.0,29.88,0.0,Partly Cloudy,738571,29.0,12.0
1676865060.0,48.0,42.0,80.0,WSW,6.0,0.0,29.84,0.0,Mostly Cloudy,738571,27.0,13.0
1676867640.0,48.0,42.0,80.0,SW,12.0,0.0,29.83,0.0,Mostly Cloudy,738571,27.0,12.0
1676868660.0,48.0,41.0,77.0,SW,10.0,0.0,29.82,0.0,Mostly Cloudy,738571,27.0,12.0
1676869380.0,48.0,41.0,77.0,SW,9.0,0.0,29.82,0.0,Partly Cloudy,738571,29.0,12.0
1676872260.0,47.0,40.0,77.0,SW,7.0,0.0,29.8,0.0,Mostly Cloudy,738571,27.0,12.0
1676875860.0,47.0,41.0,80.0,SSW,6.0,0.0,29.76,0.0,Cloudy,738571,26.0,11.0
1676879460.0,47.0,41.0,80.0,SSW,10.0,0.0,29.75,0.0,Cloudy,738571,26.0,11.0
1676883060.0,48.0,42.0,80.0,SW,7.0,0.0,29.74,0.0,Cloudy,738571,26.0,12.0
1676886660.0,49.0,43.0,80.0,SW,8.0,0.0,29.72,0.0,Cloudy,738571,26.0,12.0
1676890260.0,50.0,43.0,77.0,SSW,8.0,0.0,29.71,0.0,Cloudy,738571,26.0,11.0
1676893860.0,51.0,42.0,71.0,VAR,5.0,0.0,29.7,0.0,Cloudy,738571,26.0,1.0
1676897460.0,51.0,39.0,63.0,W,13.0,0.0,29.68,0.0,Cloudy,738571,26.0,14.0
1676901060.0,54.0,38.0,55.0,WSW,10.0,0.0,29.63,0.0,Mostly Cloudy,738571,27.0,13.0
1676904660.0,59.0,35.0,41.0,WSW,12.0,20.0,29.61,0.0,Fair,738571,33.0,13.0
1676908260.0,61.0,29.0,30.0,WNW,20.0,24.0,29.61,0.0,Partly Cloudy,738571,29.0,15.0
1676911860.0,61.0,27.0,27.0,W,14.0,22.0,29.61,0.0,Partly Cloudy,738571,29.0,14.0
1676915460.0,60.0,28.0,30.0,W,9.0,0.0,29.6,0.0,Mostly Cloudy,738571,27.0,14.0
1676919060.0,59.0,27.0,29.0,WSW,12.0,0.0,29.61,0.0,Mostly Cloudy,738571,27.0,13.0
1676922660.0,58.0,28.0,32.0,WSW,9.0,0.0,29.62,0.0,Mostly Cloudy,738571,27.0,13.0
1676926260.0,58.0,28.0,32.0,WSW,10.0,0.0,29.62,0.0,Mostly Cloudy,738571,27.0,13.0
1676929860.0,54.0,30.0,40.0,NW,5.0,0.0,29.63,0.0,Mostly Cloudy,738571,27.0,16.0
1676933460.0,54.0,30.0,40.0,NNW,7.0,0.0,29.63,0.0,Mostly Cloudy,738571,27.0,17.0
1676937060.0,52.0,29.0,41.0,N,7.0,0.0,29.62,0.0,Cloudy,738571,26.0,2.0
1676940660.0,43.0,28.0,56.0,NW,13.0,0.0,29.89,0.0,Fair,738572,33.0,16.0
1676944260.0,46.0,31.0,56.0,NE,7.0,0.0,29.6,0.0,Mostly Cloudy,738572,27.0,4.0
1676947860.0,45.0,31.0,58.0,NE,7.0,0.0,29.61,0.0,Cloudy,738572,26.0,4.0
1676951460.0,43.0,30.0,60.0,NNE,8.0,0.0,29.62,0.0,Light Rain,738572,120.0,3.0
1676955060.0,40.0,32.0,73.0,N,12.0,0.0,29.63,0.0,Light Rain,738572,120.0,2.0
1676958660.0,38.0,32.0,79.0,NNE,12.0,0.0,29.62,0.1,Rain,738572,12.0,3.0
1676962260.0,37.0,32.0,82.0,ENE,13.0,0.0,29.61,0.0,Light Rain,738572,120.0,5.0
1676963520.0,38.0,32.0,79.0,ENE,14.0,0.0,29.61,0.0,Rain,738572,12.0,5.0
1676965680.0,37.0,32.0,81.0,NE,14.0,0.0,29.62,0.0,Light Rain,738572,120.0,4.0
1676965860.0,37.0,32.0,82.0,NE,16.0,0.0,29.61,0.0,Light Rain,738572,120.0,4.0
1676969220.0,37.0,34.0,87.0,NE,15.0,0.0,29.62,0.0,Cloudy,738572,26.0,4.0
1676969460.0,39.0,33.0,79.0,NE,15.0,0.0,29.62,0.0,Cloudy,738572,26.0,4.0
1676973060.0,38.0,33.0,83.0,NE,12.0,0.0,29.63,0.0,Cloudy,738572,26.0,4.0
1676976660.0,38.0,33.0,83.0,NE,7.0,17.0,29.63,0.0,Cloudy,738572,26.0,4.0
1676980260.0,38.0,33.0,83.0,NE,7.0,0.0,29.63,0.0,Cloudy,738572,26.0,4.0
1676983860.0,40.0,34.0,79.0,E,6.0,0.0,29.61,0.0,Cloudy,738572,26.0,6.0
1676987460.0,40.0,35.0,83.0,ENE,6.0,0.0,29.59,0.0,Cloudy,738572,26.0,5.0
1676991060.0,41.0,34.0,76.0,NE,7.0,0.0,29.57,0.0,Cloudy,738572,26.0,4.0
1676992440.0,41.0,35.0,79.0,NE,6.0,0.0,29.57,0.0,Cloudy,738572,26.0,4.0
1676994660.0,42.0,35.0,76.0,NE,6.0,0.0,29.58,0.0,Cloudy,738572,26.0,4.0
1676998260.0,43.0,35.0,74.0,CALM,0.0,0.0,29.59,0.0,Cloudy,738572,26.0,0.0
1676999160.0,44.0,36.0,73.0,NNW,8.0,0.0,29.61,0.0,Light Rain with Thunder,738572,124.0,17.0
1677000060.0,44.0,36.0,73.0,SE,6.0,0.0,29.6,0.0,Rain,738572,12.0,8.0
1677001860.0,44.0,37.0,76.0,S,9.0,0.0,29.62,0.1,Mostly Cloudy,738572,27.0,10.0
1677004560.0,44.0,37.0,76.0,SSW,13.0,24.0,29.66,0.0,T-Storm,738572,1.0,11.0
1677005460.0,43.0,36.0,76.0,SSW,8.0,0.0,29.67,0.0,Light Rain with Thunder,738572,124.0,11.0
1677005820.0,43.0,36.0,76.0,SSW,8.0,0.0,29.67,0.0,Cloudy,738572,26.0,11.0
1677009060.0,45.0,36.0,71.0,WSW,12.0,0.0,29.71,0.0,Mostly Cloudy,738572,27.0,13.0
1677012660.0,45.0,31.0,58.0,W,12.0,0.0,29.76,0.0,Mostly Cloudy,738572,27.0,14.0
1677016260.0,45.0,30.0,56.0,NW,8.0,0.0,29.8,0.0,Fair,738572,33.0,16.0
1677019860.0,44.0,31.0,60.0,NW,8.0,0.0,29.82,0.0,Fair,738572,33.0,16.0
1677023460.0,45.0,31.0,58.0,WNW,12.0,0.0,29.86,0.0,Fair,738572,33.0,15.0
1677027060.0,38.0,33.0,83.0,ENE,13.0,0.0,29.92,0.0,Cloudy,738573,26.0,5.0
1677030660.0,42.0,26.0,53.0,NW,10.0,0.0,29.92,0.0,Fair,738573,33.0,16.0
1677034260.0,42.0,26.0,53.0,NW,7.0,0.0,29.94,0.0,Fair,738573,33.0,16.0
1677037860.0,41.0,22.0,47.0,WNW,10.0,0.0,29.97,0.0,Fair,738573,33.0,15.0
1677041460.0,41.0,22.0,47.0,NW,12.0,0.0,29.99,0.0,Fair,738573,33.0,16.0
1677045060.0,40.0,23.0,51.0,NW,10.0,0.0,30.02,0.0,Fair,738573,33.0,16.0
1677048660.0,39.0,22.0,50.0,NW,12.0,0.0,30.06,0.0,Partly Cloudy,738573,29.0,16.0
1677052260.0,39.0,22.0,50.0,WNW,10.0,0.0,30.08,0.0,Partly Cloudy,738573,29.0,15.0
1677055860.0,39.0,21.0,49.0,NW,9.0,0.0,30.11,0.0,Mostly Cloudy,738573,27.0,16.0
1677059460.0,42.0,20.0,41.0,N,6.0,0.0,30.1,0.0,Mostly Cloudy,738573,27.0,2.0
1677063060.0,41.0,18.0,40.0,NE,5.0,0.0,30.11,0.0,Mostly Cloudy,738573,27.0,4.0
1677066660.0,42.0,20.0,41.0,NE,6.0,0.0,30.16,0.0,Cloudy,738573,26.0,4.0
1677070260.0,43.0,19.0,38.0,NNW,6.0,0.0,30.15,0.0,Cloudy,738573,26.0,17.0
1677073860.0,44.0,21.0,40.0,NW,3.0,0.0,30.13,0.0,Cloudy,738573,26.0,16.0
1677076980.0,43.0,21.0,42.0,N,6.0,0.0,30.1,0.0,Wintry Mix,738573,7.0,2.0
1677077460.0,43.0,22.0,43.0,WNW,6.0,0.0,30.1,0.0,Wintry Mix,738573,7.0,15.0
1677079800.0,41.0,25.0,53.0,VAR,6.0,0.0,30.11,0.0,Wintry Mix,738573,7.0,1.0
1677081060.0,40.0,28.0,63.0,N,6.0,0.0,30.11,0.0,Wintry Mix,738573,7.0,2.0
1677084120.0,38.0,29.0,70.0,NNE,3.0,0.0,30.11,0.1,Wintry Mix,738573,7.0,3.0
1677084660.0,38.0,29.0,70.0,NE,7.0,0.0,30.1,0.1,Wintry Mix,738573,7.0,4.0
1677085620.0,38.0,30.0,73.0,NNE,8.0,0.0,30.11,0.0,Light Rain,738573,120.0,3.0
1677088260.0,38.0,32.0,79.0,NE,13.0,0.0,30.06,0.1,Light Rain,738573,120.0,4.0
1677090660.0,38.0,31.0,76.0,ENE,8.0,0.0,30.07,0.0,Light Rain,738573,120.0,5.0
1677091860.0,38.0,31.0,76.0,E,8.0,0.0,30.06,0.0,Cloudy,738573,26.0,6.0
1677094500.0,38.0,31.0,76.0,NE,13.0,0.0,30.05,0.0,Cloudy,738573,26.0,4.0
1677095460.0,38.0,32.0,79.0,ENE,12.0,0.0,30.03,0.0,Cloudy,738573,26.0,5.0
1677099060.0,38.0,31.0,76.0,ENE,14.0,0.0,30.0,0.0,Light Rain,738573,120.0,5.0
1677102660.0,39.0,32.0,76.0,ENE,13.0,0.0,29.99,0.0,Cloudy,738573,26.0,5.0
1677106080.0,39.0,32.0,75.0,ENE,10.0,0.0,30.01,0.0,Cloudy,738573,26.0,5.0
1677106260.0,39.0,33.0,79.0,ENE,10.0,0.0,30.01,0.0,Cloudy,738573,26.0,5.0
1677109860.0,38.0,32.0,79.0,E,10.0,0.0,29.96,0.0,Cloudy,738573,26.0,6.0
1677113460.0,44.0,40.0,85.0,SSW,7.0,0.0,29.86,0.0,Light Drizzle,738574,90.0,11.0
1677114540.0,38.0,33.0,83.0,ENE,14.0,0.0,29.92,0.0,Cloudy,738574,26.0,5.0
1677116700.0,37.0,34.0,87.0,ENE,13.0,0.0,29.91,0.0,Light Drizzle,738574,90.0,5.0
1677117060.0,38.0,33.0,83.0,ENE,13.0,0.0,29.91,0.0,Light Drizzle,738574,90.0,5.0
1677118020.0,38.0,34.0,86.0,ENE,13.0,0.0,29.89,0.0,Light Drizzle,738574,90.0,5.0
1677118440.0,38.0,34.0,86.0,ENE,13.0,0.0,29.87,0.0,Light Drizzle,738574,90.0,5.0
1677119640.0,38.0,34.0,86.0,ENE,9.0,0.0,29.85,0.0,Light Drizzle,738574,90.0,5.0
1677120660.0,38.0,34.0,86.0,ENE,8.0,0.0,29.87,0.0,Light Drizzle,738574,90.0,5.0
1677124260.0,38.0,35.0,89.0,NE,14.0,0.0,29.85,0.0,Light Rain,738574,120.0,4.0
1677127860.0,38.0,35.0,89.0,NE,8.0,0.0,29.82,0.0,Light Rain,738574,120.0,4.0
1677129000.0,38.0,35.0,89.0,ENE,8.0,0.0,29.82,0.0,Light Rain,738574,120.0,5.0
1677131460.0,39.0,35.0,86.0,ENE,12.0,0.0,29.8,0.0,Cloudy,738574,26.0,5.0
1677134460.0,38.0,35.0,89.0,NE,12.0,0.0,29.81,0.0,Cloudy,738574,26.0,4.0
1677135060.0,38.0,35.0,89.0,NE,9.0,0.0,29.81,0.0,Cloudy,738574,26.0,4.0
1677138660.0,38.0,35.0,89.0,NE,12.0,0.0,29.82,0.0,Cloudy,738574,26.0,4.0
1677142260.0,38.0,35.0,89.0,NE,13.0,0.0,29.87,0.0,Cloudy,738574,26.0,4.0
1677145740.0,37.0,34.0,87.0,NE,10.0,0.0,29.88,0.0,Fog,738574,20.0,4.0
1677145860.0,38.0,34.0,86.0,NE,10.0,0.0,29.87,0.0,Fog,738574,20.0,4.0
1677149460.0,38.0,34.0,86.0,NE,14.0,0.0,29.87,0.0,Fog,738574,20.0,4.0
1677153060.0,38.0,34.0,86.0,NE,9.0,0.0,29.9,0.0,Fog,738574,20.0,4.0
1677155340.0,38.0,34.0,86.0,NE,14.0,0.0,29.91,0.0,Cloudy,738574,26.0,4.0
1677156660.0,39.0,34.0,82.0,ENE,16.0,0.0,29.9,0.0,Cloudy,738574,26.0,5.0
1677158400.0,39.0,34.0,82.0,NE,15.0,0.0,29.91,0.0,Cloudy,738574,26.0,4.0
1677160260.0,40.0,35.0,83.0,NE,14.0,0.0,29.92,0.0,Cloudy,738574,26.0,4.0
1677163860.0,40.0,34.0,79.0,NE,12.0,0.0,29.94,0.0,Cloudy,738574,26.0,4.0
1677166680.0,40.0,35.0,83.0,NE,12.0,0.0,29.95,0.0,Cloudy,738574,26.0,4.0
1677167460.0,40.0,34.0,79.0,ENE,10.0,0.0,29.96,0.0,Cloudy,738574,26.0,5.0
1677171060.0,40.0,35.0,83.0,ENE,9.0,0.0,29.95,0.0,Cloudy,738574,26.0,5.0
1677174060.0,40.0,34.0,79.0,NE,9.0,0.0,29.97,0.0,Cloudy,738574,26.0,4.0
1677174660.0,41.0,35.0,79.0,ENE,8.0,0.0,29.97,0.0,Cloudy,738574,26.0,5.0
1677178260.0,41.0,35.0,79.0,ESE,10.0,0.0,29.95,0.0,Cloudy,738574,26.0,7.0
1677181860.0,41.0,35.0,79.0,SSE,9.0,0.0,29.95,0.0,Cloudy,738574,26.0,9.0
1677183240.0,41.0,35.0,79.0,SE,8.0,0.0,29.95,0.0,Cloudy,738574,26.0,8.0
1677185460.0,41.0,36.0,82.0,SE,9.0,0.0,29.97,0.0,Cloudy,738574,26.0,8.0
1677186900.0,41.0,36.0,82.0,SSE,10.0,0.0,29.95,0.0,Cloudy,738574,26.0,9.0
1677187920.0,41.0,36.0,82.0,SSE,9.0,0.0,29.94,0.0,Cloudy,738574,26.0,9.0
1677189060.0,42.0,37.0,82.0,SSE,13.0,0.0,29.93,0.0,Cloudy,738574,26.0,9.0
1677191100.0,42.0,37.0,82.0,S,10.0,0.0,29.92,0.0,Haze,738574,21.0,10.0
1677192660.0,42.0,38.0,85.0,S,8.0,0.0,29.91,0.0,Light Drizzle,738574,90.0,10.0
1677194400.0,42.0,39.0,89.0,S,13.0,18.0,29.89,0.0,Light Drizzle,738574,90.0,10.0
1677196260.0,43.0,39.0,86.0,S,6.0,0.0,29.88,0.0,Light Drizzle,738574,90.0,10.0
1677199860.0,27.0,9.0,47.0,NW,21.0,0.0,30.53,0.0,Fair / Windy,738575,3324.0,16.0
1677203460.0,43.0,40.0,89.0,NW,7.0,0.0,29.88,0.0,Light Drizzle,738575,90.0,16.0
1677203940.0,43.0,40.0,89.0,NNW,6.0,0.0,29.89,0.0,Light Drizzle,738575,90.0,17.0
